critic,fresh,imdb,publication,quote,review_date,rtid,title
James Berardinelli,fresh,113501,ReelViews,"Despite its tendency to tread well-traveled roads, Just Cause is filmed with enough energy and craft that, for the majority of its one-hundred minute running time, it's reasonably entertaining.",2000-01-01,246,Just Cause
Roger Ebert,rotten,113501,Chicago Sun-Times,"There is no psychological depth, no real motivation, no human values to weigh, just characters jerked here and there like puppets in an arbitrary plot.",2000-01-01,246,Just Cause
Hal Hinson,rotten,113501,Washington Post,"The longer you stay with it, the more routine and uninspired it seems -- not to mention cowardly.",2000-01-01,246,Just Cause
Desson Thomson,rotten,113501,Washington Post,"It's brutal, horribly manipulative, and we've seen this stuff before in better pictures.",2000-01-01,246,Just Cause
John Petrakis,rotten,113538,Chicago Tribune,"Sitting through it, I found myself shuddering at what Disney may have in store for next summer.",2013-05-22,247,A Kid in King Arthur's Court
Jeff Shannon,rotten,113538,Seattle Times,"It is numbingly bland, homogenized and deflated by an utter lack of original wit or charm. Worst of all, it is subtly but conspicuously condescending to its target audience.",2013-05-22,247,A Kid in King Arthur's Court
Carrie Rickey,rotten,113538,Philadelphia Inquirer,It's a missed opportunity for introducing the Mortal Kombat generation to medieval combat that was really mortal.,2013-05-22,247,A Kid in King Arthur's Court
Leonard Klady,rotten,113538,Variety,The ragtag adaptation by Michael Part and Robert Levy is familiar fodder run through a blender too high and too fast.,2009-03-26,247,A Kid in King Arthur's Court
Caryn James,rotten,113538,New York Times,Sluggish and low-energy.,2003-05-20,247,A Kid in King Arthur's Court
Kevin Thomas,fresh,113538,Los Angeles Times,"This lively time-travel fantasy is the clear result of imagination and reflection on the part of writers Michael Part and Robert L. Levy and director Michael Gottlieb and their colleagues, who possess a crucial light touch.",2001-02-13,247,A Kid in King Arthur's Court
Hal Hinson,rotten,113538,Washington Post,"Because of the square, lackluster way that director Michael Gottleib has staged his material, the whole production seems sort of limp and perfunctory.",2000-01-01,247,A Kid in King Arthur's Court
Mick LaSalle,rotten,113538,San Francisco Chronicle,"There's nothing particularly wrong with A Kid in King Arthur's Court and nothing right with it, either.",2000-01-01,247,A Kid in King Arthur's Court
Richard Schickel,fresh,113552,TIME Magazine,What's most effective about the new Kiss of Death is Tucci's marvelously slimy prosecutor.,2008-09-19,248,Kiss of Death
Todd McCarthy,fresh,113552,Variety,A crackling thriller that feels unusually attuned to its lowlife characters.,2008-09-19,248,Kiss of Death
Peter Travers,fresh,113552,Rolling Stone,"Cage and Caruso strike sparks in this riveting piece of pulp fiction, but it's that first Kiss you'll remember.",2005-03-07,248,Kiss of Death
Janet Maslin,fresh,113552,New York Times,"It's a sleek, muscular thriller played by a terrific ensemble cast...",2003-05-20,248,Kiss of Death
Peter Stack,fresh,113552,San Francisco Chronicle,A riveting crime drama.,2002-06-18,248,Kiss of Death
Kenneth Turan,fresh,113552,Los Angeles Times,"Cage, one of the few American actors who gets more interesting from film to film, comes close to kidnaping the picture as Little Junior, a pumped-up but asthmatic thug who, like King Kong, is a gorilla with a wistful air about him.",2001-02-13,248,Kiss of Death
Joe Brown,fresh,113552,Washington Post,"Caruso's acting is vivid, but amazingly quiet and internal, and it's fascinating to watch the kaleidoscopically conflicted emotions battle beneath his controlled surface.",2000-01-01,248,Kiss of Death
Hal Hinson,fresh,113552,Washington Post,"Cage dominates the camera, stealing scenes by the sheer intensity of his inimitable strangeness.",2000-01-01,248,Kiss of Death
Mike Clark,rotten,113552,USA Today,"If you savor movies about sleazy plea bargains and other lawyer hardballing, Death has its moments. Otherwise the latest from director Barbet Schroeder is only a movie of moments.",2000-01-01,248,Kiss of Death
James Berardinelli,rotten,113552,ReelViews,"The picture is watchable, but nothing about it will linger, except perhaps the feeling that, with a more polished script, it might have been significantly better.",2000-01-01,248,Kiss of Death
Roger Ebert,rotten,113552,Chicago Sun-Times,"It shouldn't be disjointed and uncompelling, but it is.",2000-01-01,248,Kiss of Death
Kevin Jackson,fresh,110367,Independent (UK),By and large it's immensely well done.,2019-05-23,250,Little Women
David Ansen,fresh,110367,Newsweek,"Alcott's sense, sensibility and sentiment find new life in this handcrafted valentine.",2018-02-21,250,Little Women
Lisa Schwarzbaum,fresh,110367,Entertainment Weekly,"If you can't get the man (or boy) in your life to budge, have a girls' night out with Little Women, and leave 'em guessing at what you enjoyed so much.",2011-09-07,250,Little Women
Todd McCarthy,fresh,110367,Variety,"An outstanding version of Louisa May Alcott's perennial, one that surpasses even the best previous rendition, George Cukor's 1933 outing starring Katharine Hepburn.",2008-05-27,250,Little Women
Geoff Andrew,fresh,110367,Time Out,"Be prepared, however, for a large beaker of the milk of human kindness.",2006-02-09,250,Little Women
Janet Maslin,fresh,110367,New York Times,"Ladies, get out your hand-hemmed handkerchiefs for the loveliest Little Women ever on screen.",2003-05-20,250,Little Women
James Berardinelli,fresh,110367,ReelViews,It's the performances ... that make this movie special.,2000-01-01,250,Little Women
Edward Guthmann,fresh,110367,San Francisco Chronicle,"Meticulously crafted, and warmly acted.",2000-01-01,250,Little Women
Richard Schickel,fresh,110367,TIME Magazine,Director Gillian Armstrong and writer Robin Swicord have fashioned an entrancing film from this distinctly unfashionable classic.,2000-01-01,250,Little Women
Roger Ebert,fresh,110367,Chicago Sun-Times,Little Women grew on me.,2000-01-01,250,Little Women
Lucy Mohl,fresh,110367,Film.com,"Ryder has Gillian Armstrong to shape the surrounding story, etching scenes of the March girls into indelibly lovely images while emphasizing the underlying strength of Louisa Mae Allcott's family tale.",2000-01-01,250,Little Women
John Hartl,fresh,110367,Film.com,"This time Winona Ryder plays Jo, and she is radiant.",2000-01-01,250,Little Women
Jonathan Rosenbaum,fresh,113670,Chicago Reader,The film uses studio resources to create an entrancing world both in New York and in the heroine's fantasies about India.,2011-05-27,251,A Little Princess
Todd McCarthy,fresh,113670,Variety,"An astonishing work of studio artifice, A Little Princess is that rarest of creations, a children's film that plays equally well to kids and adults.",2008-06-10,251,A Little Princess
Wally Hammond,fresh,113670,Time Out,An exemplary version of Frances Hodgson Burnett's novel.,2006-02-09,251,A Little Princess
Janet Maslin,fresh,113670,New York Times,"A bright, beautiful and enchantingly childlike vision.",2004-08-30,251,A Little Princess
Roger Ebert,fresh,113670,Chicago Sun-Times,Cuaron's version of magic realism consists of seeing incredibly fanciful sets and situations in precise detail.,2000-01-01,251,A Little Princess
Rita Kempley,fresh,113670,Washington Post,"A Little Princess exquisitely re-creates the ephemeral world of childhood, an enchanted kingdom where everything, even make-believe, seems possible.",2000-01-01,251,A Little Princess
James Berardinelli,fresh,113670,ReelViews,"It's not only suitable for consumption by those over age 10, it's actually enjoyable.",2000-01-01,251,A Little Princess
Peter Stack,rotten,113670,San Francisco Chronicle,The 1939 Shirley Temple version of this book came closer to capturing Sara's vitality.,2000-01-01,251,A Little Princess
Lisa Schwarzbaum,fresh,113670,Entertainment Weekly,There are moments in A Little Princess when you may just want to clap from pleasure.,1995-08-04,251,A Little Princess
Roger Ebert,fresh,110296,Chicago Sun-Times,"The woman's name is Maggie, and she is played by a former barmaid and stand-up comic named Crissy Rock who has never acted before. It is the strongest performance in any film of the last 12 months.",2000-01-01,252,Ladybird Ladybird
Roger Ebert,fresh,109731,Chicago Sun-Times,"The key figure in L'Enfer is Nelly, the wife. Paul is almost a hopeless case even from the first frames, sliding beyond jealousy into insanity. But what about her? Surely she knows how sick her husband is?",2000-01-01,253,L'enfer
David Ansen,fresh,103994,Newsweek,"Like Water For Chocolate is an extravagant, playful romantic fable that celebrates passion, liberation and the spirit of women but never forgets that unbridled ecstasy comes at a cost.",2018-04-10,254,Como agua para chocolate
Roger Ebert,fresh,103994,Chicago Sun-Times,"Like Water for Chocolate creates its own intense world of passion and romance, and adds a little comedy and a lot of quail, garlic, honey, chiles, mole, cilantro, rose petals and corn meal.",2000-01-01,254,Como agua para chocolate
Duane Byrge,fresh,110322,Hollywood Reporter,"In general, director Edward Zwick does a commendable job of keeping things apace, while... John Toll's scrumptiously pristine cinematography and James Horner's piercingly full score.",2019-01-23,255,Legends of the Fall
Terrence Rafferty,rotten,110322,New Yorker,"At first, the picture plays like East of Eden with a bonus brother; it gets sillier as it goes.",2014-04-02,255,Legends of the Fall
John Hartl,rotten,110322,Seattle Times,"The actors fit their roles exceptionally well, but Zwick rarely allows them the kinds of crucial, intimate moments that establish how the characters feel about each other.",2014-04-02,255,Legends of the Fall
Jay Boyar,rotten,110322,Orlando Sentinel,"Just when it starts to seem as if Legends might just turn into a pretty good movie, along comes some tired, soap-opera plot device.",2014-04-02,255,Legends of the Fall
Steven Rea,fresh,110322,Philadelphia Inquirer,"Check your cynicism at the door, and just revel in its enormity.",2014-04-02,255,Legends of the Fall
Michael Wilmington,fresh,110322,Chicago Tribune,"There's a vast psychodrama being played out on the Ludlow ranch, battles between generations, philosophies, races and sexes. And the landscapes, photographed by John Toll, majestically backdrop all the personal and cultural furies.",2014-04-02,255,Legends of the Fall
Kenneth Turan,fresh,110322,Los Angeles Times,Everything about Legends of the Fall shouts epic filmmaking and it is not an altogether unpleasant sound.,2014-04-02,255,Legends of the Fall
Lisa Schwarzbaum,rotten,110322,Entertainment Weekly,"Under such labored circumstances, James Horner's music must work overtime. It swoops and broods and promises you that something elemental about manliness is being conveyed.",2011-09-07,255,Legends of the Fall
Richard Schickel,rotten,110322,TIME Magazine,"Edward Zwick, the director, and Susan Shilliday and Bill Wittliff, the screenwriters, are under the impression that they are bringing forth a tragic epic, not a silly melodrama...",2009-08-14,255,Legends of the Fall
Variety Staff,fresh,110322,Variety,"As densely plotted as Legends of the Fall is, it's to the credit of the performers and craftsmen that the film escapes the abyss of melodrama and sentimentality.",2009-03-26,255,Legends of the Fall
Geoff Andrew,rotten,110322,Time Out,"The entire film plays like a commercial for Brad Pitt. You can imagine half the audience wondering, 'Where can I get one of those?'",2006-06-24,255,Legends of the Fall
Janet Maslin,rotten,110322,New York Times,Mr. Pitt's diffident mix of acting and attitude works to such heartthrob perfection it's a shame the film's superficiality gets in his way.,2003-05-20,255,Legends of the Fall
Peter Stack,rotten,110322,San Francisco Chronicle,"Big and beautiful as it looks, the film doesn't deliver much emotional punch.",2002-06-18,255,Legends of the Fall
